0
0
0
0
0
0
1
5
7
2
4
6
3
1
1
1
1
0
0
2
1
1
1
0
0
0
0
0
1
1
1
1
1
0
0
0
1
0
0
0
1
5
4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
1
0
0
0
